ID,Gender,Race,Age_at_Release,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years
14794,M,WHITE,38-42,FALSE,6,High,At least some college,1,Drug,1-2 years,5,1,0,0,3,2,FALSE,FALSE,0,1,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,0,449,0,0,0,0,0.887899035,0.271158129,FALSE,0
12803,M,WHITE,33-37,FALSE,6,High,At least some college,1,Drug,Less than 1 year,10 or more,6 or more,2,2,1,5 or more,FALSE,FALSE,3 or more,4 or more,TRUE,2,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4 or more,6,0,1,91.6,0,0,0,0,0,0,TRUE,1
21161,M,BLACK,23-27,FALSE,6,High,At least some college,2,Drug,Less than 1 year,10 or more,1,0,1,2,5 or more,FALSE,FALSE,2,1,FALSE,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,10 or more,2,2,101.5,0.25,0,0,0,1,1.799261084,FALSE,1
10437,M,WHITE,28-32,FALSE,6,High,At least some college,2,Property,Less than 1 year,3,0,0,2,0,1,FALSE,FALSE,0,0,FALSE,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,10 or more,3 or more,0,49.88235294,0,0,0,0,0.922169811,0.43071934,FALSE,0
12776,M,WHITE,43-47,FALSE,6,High,At least some college,3 or more,Drug,1-2 years,10 or more,6 or more,1,5 or more,4,5 or more,FALSE,FALSE,3 or more,2,FALSE,3 or more,2 or more,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,6,0,0,78.75,0,0,0,0,0,0,FALSE,1
461,M,WHITE,38-42,FALSE,6,High,At least some college,3 or more,Property,Less than 1 year,8,6 or more,1,3,3,5 or more,FALSE,FALSE,2,3,FALSE,3 or more,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,1,,,,,,0.112641815,0.295988655,FALSE,1
26231,M,WHITE,18-22,FALSE,6,High,High School Diploma,0,Other,1-2 years,2,1,1,0,0,0,FALSE,FALSE,1,1,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,0,16.96,0,0,0,0,0.169811321,0.861438679,TRUE,1
7182,M,WHITE,28-32,FALSE,6,High,High School Diploma,0,Property,1-2 years,7,6 or more,0,2,1,2,TRUE,FALSE,2,4 or more,FALSE,1,2 or more,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,6,0,2,54.84615385,0,0,0,0,1,2.049088359,FALSE,0
18269,M,BLACK,23-27,FALSE,6,High,High School Diploma,0,Property,Greater than 2 to 3 years,1,6 or more,1,1,2,2,FALSE,FALSE,0,3,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,6,0,3 or more,29.16666667,0,0,0,0,1,3.478571429,FALSE,0
22043,M,WHITE,23-27,FALSE,6,High,High School Diploma,0,Property,Less than 1 year,3,0,0,1,0,2,FALSE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,6,1,3 or more,4.733333333,0,0,0,0,0.971830986,2,FALSE,1
25704,M,WHITE,23-27,FALSE,6,High,High School Diploma,0,Property,Less than 1 year,4,4,1,1,2,2,FALSE,FALSE,0,2,FALSE,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,2,4.833333333,0,0,0,0,0,0,FALSE,1
26064,M,WHITE,23-27,FALSE,6,High,High School Diploma,0,Property,Less than 1 year,3,6 or more,0,2,3,2,FALSE,FALSE,0,3,FALSE,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,0,19.3,0,0,0,0,1,2.83873057,FALSE,0
23211,M,WHITE,28-32,FALSE,6,High,High School Diploma,0,Property,Less than 1 year,3,0,1,1,0,1,FALSE,FALSE,0,1,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,1,1.268229167,FALSE,1
16156,M,WHITE,18-22,FALSE,6,High,High School Diploma,0,Property,More than 3 years,3,0,0,1,0,2,FALSE,FALSE,1,0,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,10 or more,0,3 or more,37.3125,0.0625,0,0,0,0.335008375,1.22361809,FALSE,1
2258,M,WHITE,38-42,FALSE,6,High,High School Diploma,0,Violent/Non-Sex,1-2 years,6,1,3 or more,1,0,1,TRUE,FALSE,1,2,TRUE,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,6,0,0,24.22580645,0.032258064,0,0,0,1,0.972703063,FALSE,1
22229,M,WHITE,28-32,TRUE,6,High,High School Diploma,1,Other,Less than 1 year,8,3,0,3,1,3,FALSE,TRUE,1,4 or more,TRUE,3 or more,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,10 or more,1,2,31.33333333,0,0,0,0.083333336,1,1.942819149,FALSE,1
25426,M,WHITE,28-32,FALSE,6,High,High School Diploma,1,Property,Less than 1 year,3,5,2,2,1,0,TRUE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4 or more,10 or more,2,2,20.375,0,0,0.166666672,0,1,1.493865031,FALSE,0
17703,M,BLACK,23-27,FALSE,6,High,High School Diploma,1,Violent/Non-Sex,1-2 years,3,2,2,3,0,0,TRUE,FALSE,2,3,TRUE,3 or more,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,96.5,0,0,0,0,0.78238342,2,FALSE,0
23979,M,BLACK,23-27,FALSE,6,High,High School Diploma,1,Violent/Non-Sex,1-2 years,4,1,1,1,1,1,FALSE,TRUE,1,0,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,2,183.6,0,0,0,0,0,0,FALSE,1
17256,M,BLACK,23-27,TRUE,6,High,High School Diploma,1,Violent/Non-Sex,Less than 1 year,8,6 or more,3 or more,4,0,5 or more,TRUE,FALSE,3 or more,4 or more,TRUE,2,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,3 or more,47.5,0,0,0,0,0,0,TRUE,1
20444,M,WHITE,28-32,FALSE,6,High,High School Diploma,2,Drug,Greater than 2 to 3 years,4,0,0,1,2,0,FALSE,FALSE,0,0,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,1,47.54,0,0,0,0,0.673117375,0.460980227,FALSE,0
25159,M,WHITE,23-27,FALSE,6,High,High School Diploma,2,Drug,Less than 1 year,6,1,0,1,1,3,FALSE,FALSE,0,1,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,1,82.2,0,0,0,0,0.923357664,0.444343066,FALSE,1
14734,M,WHITE,28-32,TRUE,6,High,High School Diploma,2,Drug,Less than 1 year,7,1,0,2,1,5 or more,FALSE,TRUE,1,2,FALSE,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4 or more,3,1,3 or more,112,0,0,0.400000006,0,0.578571429,0.652232143,FALSE,1
15345,M,BLACK,28-32,FALSE,6,High,High School Diploma,2,Property,1-2 years,6,2,0,1,5 or more,2,FALSE,FALSE,1,1,FALSE,1,2 or more,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,8,2,0,29.16666667,0,0,0,0,0.588571429,1,FALSE,1
21796,M,WHITE,43-47,FALSE,6,High,High School Diploma,2,Property,Greater than 2 to 3 years,10 or more,4,1,1,4,2,FALSE,TRUE,3 or more,4 or more,FALSE,1,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,10 or more,0,0,139.2142857,0,0,0,0,0.820933812,0.187403797,TRUE,0
15747,M,WHITE,28-32,FALSE,6,High,High School Diploma,2,Property,Less than 1 year,10 or more,2,1,5 or more,1,3,FALSE,FALSE,0,1,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4 or more,0,0,3 or more,141.8,0.200000003,0,0.200000003,0.600000024,1,1.030324401,FALSE,1
16355,M,BLACK,33-37,FALSE,6,High,High School Diploma,2,Property,Less than 1 year,5,6 or more,2,4,4,1,FALSE,TRUE,1,4 or more,FALSE,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,1,1,FALSE,1
22822,M,WHITE,38-42,TRUE,6,High,High School Diploma,2,Violent/Non-Sex,Less than 1 year,9,6 or more,3 or more,1,1,5 or more,TRUE,FALSE,3 or more,4 or more,TRUE,1,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,4 or more,0,0,0,24.1,0.100000001,0.200000003,0.100000001,0,0.186721992,1,FALSE,1
15328,M,BLACK,23-27,FALSE,6,High,High School Diploma,3 or more,Drug,More than 3 years,2,0,0,0,1,0,FALSE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,6,0,1,48.47619048,0.095238097,0,0,0,0.084479371,0.358791749,FALSE,0
14933,M,BLACK,33-37,FALSE,6,High,High School Diploma,3 or more,Drug,More than 3 years,5,5,1,1,5 or more,1,FALSE,FALSE,3 or more,4 or more,TRUE,0,2 or more,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,326.1666667,0,0,0,0,0.046499745,0.373275422,FALSE,1
3867,M,WHITE,38-42,FALSE,6,High,High School Diploma,3 or more,Property,1-2 years,10 or more,6 or more,0,4,2,2,FALSE,FALSE,3 or more,1,FALSE,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,373.3333333,0,0,0.333333343,0,0,0,TRUE,1
17166,M,WHITE,28-32,FALSE,6,High,High School Diploma,3 or more,Property,Less than 1 year,10 or more,6 or more,1,4,5 or more,4,TRUE,TRUE,1,2,FALSE,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,0,0,1,191.6666667,0,0,0,0,0,0,FALSE,1
22537,M,WHITE,33-37,FALSE,6,High,Less than HS diploma,0,Drug,1-2 years,10 or more,6 or more,3 or more,2,2,2,FALSE,TRUE,0,3,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,5,0,0,77,0,0,0,0,1,3,FALSE,0
7173,M,WHITE,28-32,FALSE,6,High,Less than HS diploma,0,Drug,Less than 1 year,4,3,0,2,2,4,FALSE,FALSE,0,4 or more,FALSE,2,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,0,107.125,0,0,0,0,0.381563594,0.426196033,FALSE,0
13652,M,BLACK,43-47,FALSE,6,High,Less than HS diploma,0,Other,1-2 years,10 or more,4,1,5 or more,2,5 or more,FALSE,FALSE,3 or more,4 or more,TRUE,3 or more,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,4 or more,3,3 or more,2,116.5714286,0,0.142857149,0,0,0.133578431,0.447610294,TRUE,0
22651,M,WHITE,33-37,FALSE,6,High,Less than HS diploma,0,Property,1-2 years,8,6 or more,3 or more,5 or more,2,0,FALSE,FALSE,0,4 or more,TRUE,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,0,1,324,0,0,0,0,0.890946502,1.127314815,FALSE,0
17664,M,WHITE,43-47,FALSE,6,High,Less than HS diploma,0,Property,Greater than 2 to 3 years,3,1,0,0,3,0,FALSE,TRUE,0,1,FALSE,0,2 or more,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,0,222.3333333,0,0,0,0,0.963268366,0.2738006,FALSE,0
19924,M,BLACK,18-22,TRUE,6,High,Less than HS diploma,0,Property,Less than 1 year,7,0,0,5 or more,0,2,FALSE,FALSE,0,0,FALSE,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,4 or more,0,0,1,38.6,0.150000006,0,0,0.050000001,0.920984456,0.473121762,TRUE,0
24527,M,WHITE,18-22,TRUE,6,High,Less than HS diploma,0,Property,Less than 1 year,8,3,2,5 or more,3,0,FALSE,FALSE,1,1,FALSE,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,6,0,2,30.16666667,0.166666672,0,0.166666672,0,0,0,FALSE,1
6622,M,WHITE,28-32,FALSE,6,High,Less than HS diploma,0,Property,Less than 1 year,9,6 or more,1,5 or more,0,5 or more,FALSE,FALSE,3 or more,4 or more,FALSE,3 or more,1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0.259067358,1.892487047,FALSE,1
26013,M,BLACK,18-22,FALSE,6,High,Less than HS diploma,0,Violent/Non-Sex,Less than 1 year,1,4,1,1,1,2,FALSE,FALSE,1,2,TRUE,0,2 or more,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,6.692307692,0,0,0,0,0,0,FALSE,1
18438,M,WHITE,23-27,FALSE,6,High,Less than HS diploma,0,Violent/Non-Sex,Less than 1 year,3,3,2,1,0,3,TRUE,FALSE,2,2,TRUE,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,152.3333333,0,0,0,0,0,0,FALSE,1
6944,M,WHITE,33-37,FALSE,6,High,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,4,6 or more,3 or more,3,2,5 or more,FALSE,FALSE,3 or more,4 or more,TRUE,3 or more,2 or more,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,6,0,1,,0,0,0.050000001,0.050000001,0,,FALSE,0
20845,M,BLACK,23-27,FALSE,6,High,Less than HS diploma,1,Drug,1-2 years,5,5,1,2,3,4,FALSE,FALSE,1,4 or more,FALSE,2,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,124.3333333,0.166666672,0,0,0,0,0,FALSE,1
10835,M,WHITE,28-32,FALSE,6,High,Less than HS diploma,1,Drug,1-2 years,8,6 or more,2,3,4,3,TRUE,FALSE,2,4 or more,FALSE,3 or more,2 or more,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,7,1,2,11.84,0,0,0,0,1,3,FALSE,1
19017,M,BLACK,23-27,FALSE,6,High,Less than HS diploma,1,Drug,Less than 1 year,5,3,0,1,4,0,FALSE,FALSE,0,2,FALSE,0,2 or more,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0,0,FALSE,1
24163,M,WHITE,23-27,FALSE,6,High,Less than HS diploma,1,Property,1-2 years,5,3,0,3,3,0,FALSE,FALSE,1,3,FALSE,3 or more,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,49.66666667,0,0,0,0,0.44295302,1,FALSE,1
5791,M,WHITE,33-37,FALSE,6,High,Less than HS diploma,1,Property,1-2 years,8,6 or more,0,5 or more,2,3,FALSE,FALSE,2,4 or more,FALSE,3 or more,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4 or more,10 or more,0,0,13.75409836,0,0,0.016393442,0,0.963051251,0.87067938,FALSE,0
23672,M,WHITE,23-27,FALSE,6,High,Less than HS diploma,1,Property,Less than 1 year,2,0,1,0,0,0,FALSE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,3 or more,113.6666667,0,0,0,0,0.68914956,1.07111437,FALSE,1
18563,M,BLACK,23-27,FALSE,6,High,Less than HS diploma,2,Drug,Less than 1 year,4,1,0,0,3,0,FALSE,TRUE,2,0,FALSE,0,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,1,2,FALSE,0
22830,M,WHITE,23-27,FALSE,6,High,Less than HS diploma,2,Property,Less than 1 year,2,2,1,1,0,0,FALSE,FALSE,0,2,TRUE,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,10 or more,0,3 or more,5.987654321,0,0,0,0,1,2.259278351,TRUE,0
19227,M,BLACK,28-32,FALSE,6,High,Less than HS diploma,3 or more,Drug,Less than 1 year,8,6 or more,3 or more,4,2,4,TRUE,FALSE,2,1,FALSE,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,74.28571429,0,0,0,0,1,1.404807692,TRUE,1
17,M,BLACK,38-42,FALSE,6,High,Less than HS diploma,3 or more,Property,1-2 years,10 or more,5,2,3,3,4,TRUE,FALSE,3 or more,4 or more,TRUE,1,2 or more,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,10 or more,0,0,114.5,0,0,0,0,0.545851528,2,FALSE,1
6322,M,WHITE,28-32,FALSE,6,High,Less than HS diploma,3 or more,Property,Less than 1 year,7,5,0,4,2,4,FALSE,FALSE,3 or more,2,FALSE,3 or more,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,10 or more,1,2,120.2,0.200000003,0,0,0,0.489184692,1.823211314,TRUE,1
8979,M,WHITE,48 or older,FALSE,6,High,Less than HS diploma,3 or more,Property,More than 3 years,10 or more,6 or more,1,5 or more,4,5 or more,FALSE,TRUE,3 or more,4 or more,FALSE,3 or more,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,4 or more,10 or more,3 or more,3 or more,18.51612903,0,0.048387095,0,0,0.906794425,0.636324042,FALSE,1
26460,M,BLACK,18-22,TRUE,6,High,Less than HS diploma,3 or more,Violent/Non-Sex,Less than 1 year,2,0,1,0,0,0,FALSE,TRUE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,2,83.11111111,0,0,0,0,1,0.976604278,FALSE,1
26490,M,BLACK,18-22,FALSE,6,High,Less than HS diploma,3 or more,Violent/Non-Sex,Less than 1 year,1,0,1,0,0,0,FALSE,TRUE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,6,1,1,24.8,0.050000001,0,0,0,1,2.209173387,FALSE,1
25784,M,WHITE,23-27,FALSE,6,Specialized,At least some college,0,Violent/Sex,1-2 years,1,0,0,0,0,0,FALSE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,2,120.1111111,0,0,0,0,0.957446809,1.013644773,FALSE,0
21596,M,WHITE,23-27,FALSE,6,Specialized,At least some college,0,Violent/Sex,Greater than 2 to 3 years,1,0,0,0,0,0,FALSE,FALSE,1,0,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,10 or more,0,0,12.3015873,0,0,0,0,0.837419355,0.942580645,FALSE,0
13619,M,BLACK,38-42,FALSE,6,Specialized,High School Diploma,0,Property,Greater than 2 to 3 years,10 or more,2,1,2,2,5 or more,TRUE,TRUE,2,0,FALSE,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,3,1,0,0,24.72727273,0,0.090909094,0,0,0,0,FALSE,1
22704,M,WHITE,23-27,FALSE,6,Specialized,High School Diploma,0,Violent/Sex,Greater than 2 to 3 years,1,0,0,0,0,0,FALSE,FALSE,1,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,10 or more,0,0,7,0.023809524,0,0,0,0.731292517,2,FALSE,0
2549,M,BLACK,33-37,FALSE,6,Specialized,High School Diploma,1,Other,More than 3 years,5,6 or more,0,1,5 or more,1,FALSE,TRUE,1,4 or more,FALSE,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,4 or more,10 or more,3 or more,0,20.24,0.159999996,0.039999999,0,0,0.843873518,1.443675889,FALSE,0
12363,M,WHITE,33-37,FALSE,6,Specialized,High School Diploma,1,Property,1-2 years,10 or more,6 or more,0,5 or more,1,5 or more,FALSE,FALSE,3 or more,4 or more,FALSE,3 or more,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4 or more,3,3 or more,0,42.25,0,0,0,0,0,0,FALSE,1
6510,M,WHITE,28-32,FALSE,6,Specialized,High School Diploma,1,Property,More than 3 years,4,1,1,1,2,2,FALSE,FALSE,2,2,TRUE,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,123,0,0,0,0,0.899728997,0.989837398,FALSE,1
17342,M,WHITE,23-27,FALSE,6,Specialized,High School Diploma,1,Violent/Sex,More than 3 years,2,2,0,1,0,2,FALSE,FALSE,0,2,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,10 or more,0,0,7.397849462,0,0,0,0,0.96875,0.265443314,FALSE,0
22644,M,WHITE,28-32,TRUE,6,Specialized,High School Diploma,2,Property,1-2 years,3,4,0,5 or more,1,1,FALSE,FALSE,0,1,FALSE,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,4 or more,6,0,0,45.66666667,0,0,0,0,1,3,FALSE,1
1371,M,BLACK,38-42,FALSE,6,Specialized,High School Diploma,2,Property,Greater than 2 to 3 years,7,6 or more,1,5 or more,1,5 or more,FALSE,TRUE,2,4 or more,TRUE,3 or more,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,4 or more,10 or more,1,1,151.625,0.25,0,0,0,0.245671888,0.903338829,FALSE,1
12238,M,BLACK,23-27,TRUE,6,Specialized,High School Diploma,2,Property,More than 3 years,2,0,0,1,0,0,FALSE,FALSE,0,0,FALSE,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,2,220.3333333,0,0,0,0.166666672,0.035552194,0.27628593,FALSE,1
6191,M,WHITE,28-32,TRUE,6,Specialized,High School Diploma,2,Violent/Non-Sex,Greater than 2 to 3 years,3,6 or more,2,5 or more,1,2,FALSE,FALSE,1,4 or more,TRUE,3 or more,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,3 or more,8.8,0,0,0,0,0,0,FALSE,1
4162,M,BLACK,33-37,FALSE,6,Specialized,High School Diploma,2,Violent/Non-Sex,Greater than 2 to 3 years,8,4,3 or more,3,3,1,TRUE,FALSE,1,4 or more,TRUE,2,2 or more,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,10 or more,1,0,13.17857143,0.035714287,0,0,0,0.739837398,0.989837398,FALSE,1
19693,M,WHITE,23-27,TRUE,6,Specialized,High School Diploma,3 or more,Property,Greater than 2 to 3 years,3,2,1,3,0,0,FALSE,FALSE,2,1,FALSE,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,4 or more,10 or more,3 or more,2,19.08695652,0,0,0.086956523,0,0.849658314,1.664009112,TRUE,1
